Latitude,Longitude,Accident Frequency,Accident Severity,Road Type,Road Condition,Weather,Lighting,Speed Limit (km/h),Traffic Volume (vehicles/day),Road Curvature,Elevation & Gradient,Intersections,Pedestrian Activity,Road Signage,Guardrails,Accident Prone
-17.798362,31.22512,13,2,Highway,Poor,Clear,Night,70,8509,Straight,Low,5,Medium,Present,Present,1
-18.091506,30.533513,12,1,Urban Road,Poor,Clear,Day,70,24673,Straight,High,5,Low,Present,Present,0
-17.274408,32.376964,12,3,Highway,Fair,Foggy,Day,120,24908,Straight,Low,0,Low,Present,Present,0
-17.424434,31.056199,7,3,Highway,Poor,Clear,Day,120,20668,Moderate,Low,2,Low,Present,Absent,1
-18.399571,31.429226,9,3,Highway,Good,Clear,Night,110,25099,Straight,High,4,Low,Absent,Present,1
-18.284772,32.036256,10,2,Urban Road,Good,Clear,Day,70,14734,Straight,Low,0,Medium,Present,Present,0
-18.078228,32.214383,13,1,Urban Road,Fair,Clear,Night,70,15704,Gentle,Medium,0,Low,Present,Present,1
-18.368616,32.274239,9,1,Highway,Good,Clear,Night,100,21945,Straight,Low,0,Low,Present,Present,0
-18.346385,30.969989,8,2,Rural Road,Fair,Clear,Day,50,24258,Straight,Low,1,High,Present,Present,0
-18.004253,31.895433,9,2,Highway,Fair,Clear,Night,110,20286,Gentle,Low,3,Low,Absent,Absent,0
-18.051363,30.952158,5,5,Urban Road,Good,Clear,Day,110,8124,Moderate,Medium,4,Low,Present,Present,1
-18.177265,31.643992,6,4,Urban Road,Good,Clear,Night,100,18428,Straight,High,2,Medium,Present,Absent,1
-16.70862,31.094574,7,4,Urban Road,Poor,Rainy,Night,60,27491,Gentle,Medium,5,Medium,Present,Present,1
-16.514836,30.812403,13,1,Urban Road,Fair,Foggy,Night,70,20291,Straight,Medium,0,Low,Present,Present,1
-17.640754,31.057876,6,2,Urban Road,Good,Clear,Day,120,2320,Gentle,Medium,1,Medium,Present,Present,0
-17.924337,30.686543,18,3,Urban Road,Fair,Rainy,Day,80,17029,Straight,Low,0,Low,Present,Absent,1
-17.852361,31.822281,11,5,Urban Road,Poor,Clear,Night,60,17519,Straight,High,0,Low,Present,Present,1
-17.982817,30.555704,11,4,Urban Road,Fair,Rainy,Night,60,9452,Moderate,Medium,3,Low,Present,Present,1
-18.320246,31.701824,9,4,Rural Road,Fair,Rainy,Night,120,4776,Straight,High,3,High,Present,Present,1
-17.956091,30.935783,12,4,Urban Road,Fair,Clear,Day,120,17886,Straight,High,3,Medium,Present,Present,1
-17.042122,32.059642,5,3,Urban Road,Good,Clear,Day,120,14172,Sharp,Medium,0,Low,Absent,Present,0
-17.167464,32.477671,7,1,Urban Road,Good,Clear,Night,120,6042,Gentle,High,2,Medium,Present,Present,1
-17.547077,31.136608,10,5,Urban Road,Good,Rainy,Day,80,9371,Gentle,Low,3,Low,Absent,Present,1
-16.939304,31.847403,13,5,Urban Road,Good,Clear,Day,60,22207,Straight,Low,4,Low,Present,Present,1
-18.289033,31.671175,10,2,Highway,Poor,Clear,Day,100,2941,Gentle,Medium,3,Medium,Absent,Present,0
-17.039557,31.229645,11,1,Urban Road,Fair,Clear,Night,90,22276,Straight,Low,0,Medium,Present,Absent,0
-17.243761,32.361285,12,4,Rural Road,Good,Clear,Day,110,26888,Straight,Low,2,Low,Present,Present,1
-17.501394,30.712675,14,1,Urban Road,Good,Rainy,Day,80,27081,Straight,High,1,Medium,Present,Present,1
-18.138964,31.024941,10,3,Urban Road,Good,Clear,Day,50,19027,Straight,Low,0,Low,Present,Present,0
-18.267044,31.008522,8,3,Urban Road,Poor,Clear,Day,120,13618,Straight,Low,3,Medium,Present,Present,0
-17.560169,31.504982,7,2,Urban Road,Poor,Rainy,Day,110,8396,Straight,High,1,Low,Present,Present,1
-17.689154,31.532567,12,5,Urban Road,Fair,Clear,Night,80,11974,Straight,Medium,4,Low,Present,Present,1
-18.390869,31.698922,15,5,Rural Road,Poor,Clear,Day,70,15009,Straight,Medium,5,Low,Absent,Present,1
-17.609227,30.529134,6,3,Urban Road,Fair,Clear,Day,110,24057,Straight,High,2,Medium,Present,Present,1
-18.173266,30.868918,7,4,Urban Road,Fair,Clear,Day,110,12361,Straight,Medium,4,Low,Present,Present,1
-16.510836,30.903684,7,2,Highway,Fair,Rainy,Day,70,19615,Moderate,Low,0,High,Absent,Absent,0
-16.986484,31.861116,6,5,Rural Road,Good,Clear,Day,60,17674,Straight,Medium,2,Low,Present,Present,1
-17.194054,31.659238,5,5,Highway,Good,Rainy,Day,110,29436,Straight,High,4,Low,Present,Absent,1
-16.514971,30.981341,7,3,Urban Road,Fair,Clear,Day,80,22918,Straight,Medium,0,Medium,Absent,Absent,0
-18.380765,31.884101,6,5,Urban Road,Fair,Clear,Day,70,22923,Sharp,Low,5,Medium,Absent,Absent,1
-18.083369,31.210879,12,5,Urban Road,Fair,Clear,Day,110,3882,Gentle,Low,2,Medium,Present,Present,1
-18.413369,31.898679,8,1,Urban Road,Fair,Rainy,Day,110,16436,Sharp,Low,3,Low,Present,Present,0
-17.507522,31.071252,12,2,Rural Road,Good,Clear,Day,60,24463,Gentle,Low,4,Low,Present,Present,0
-17.510958,30.743391,11,5,Rural Road,Fair,Rainy,Night,50,25593,Straight,Low,3,Medium,Present,Present,1
-17.311901,31.679307,11,5,Rural Road,Good,Rainy,Day,50,8297,Sharp,Low,2,Low,Present,Present,1
-16.884564,32.271828,13,5,Urban Road,Good,Rainy,Day,100,17103,Moderate,Low,2,High,Present,Present,1
-17.667474,31.213143,15,2,Urban Road,Poor,Rainy,Night,90,19558,Straight,Low,4,Medium,Present,Absent,1
-17.712889,30.761435,12,4,Highway,Fair,Clear,Day,100,17187,Moderate,Low,2,Low,Present,Absent,1
-16.875845,32.150423,13,3,Rural Road,Good,Foggy,Day,70,28928,Straight,Low,2,Low,Present,Absent,1
-16.749023,31.104933,13,2,Rural Road,Fair,Clear,Day,120,12570,Gentle,Low,1,Low,Present,Present,1
-17.609181,30.668511,12,3,Rural Road,Poor,Clear,Night,50,28220,Moderate,Medium,5,Low,Absent,Present,1
-18.39273,31.93493,10,4,Highway,Poor,Rainy,Day,110,7603,Gentle,Low,0,Low,Absent,Absent,1
-17.081222,30.710803,12,1,Urban Road,Good,Rainy,Day,60,7454,Straight,Low,1,Medium,Present,Present,0
-16.615884,31.096545,13,4,Urban Road,Poor,Clear,Day,50,17708,Gentle,Low,4,Low,Present,Present,1
-18.37374,31.29351,10,1,Urban Road,Fair,Clear,Night,70,9951,Moderate,Medium,2,Low,Present,Absent,0
-17.474251,31.141709,9,3,Highway,Good,Clear,Day,50,26426,Sharp,High,5,Medium,Present,Absent,0
-16.747615,31.945569,7,4,Urban Road,Good,Clear,Day,80,12345,Straight,Low,5,Low,Present,Absent,1
-17.950987,31.749328,5,1,Urban Road,Fair,Clear,Night,110,13445,Straight,Medium,1,Low,Absent,Present,0
-17.375141,31.058891,9,5,Urban Road,Good,Clear,Day,70,29314,Straight,High,2,Low,Present,Present,1
-18.032865,30.636373,7,4,Urban Road,Good,Rainy,Night,90,28098,Straight,Low,5,Low,Present,Present,1
-17.859197,30.828574,13,3,Urban Road,Good,Rainy,Day,90,4757,Straight,High,2,Medium,Present,Present,1
-17.534297,30.924571,10,3,Rural Road,Good,Clear,Day,100,11196,Straight,Medium,2,Medium,Present,Present,0
-16.840357,31.809451,9,5,Urban Road,Fair,Clear,Day,110,7529,Straight,Low,2,Low,Present,Present,1
-17.715564,32.395559,6,1,Urban Road,Fair,Clear,Day,70,28702,Gentle,Medium,0,High,Absent,Absent,0
-17.249133,32.116536,4,4,Urban Road,Good,Clear,Day,80,15204,Straight,Low,1,High,Present,Present,1
-16.634087,31.673024,10,4,Highway,Fair,Rainy,Day,80,24641,Moderate,Low,3,Low,Present,Present,1
-18.388518,31.719626,7,5,Urban Road,Good,Clear,Day,50,21585,Straight,Low,0,Low,Present,Present,1
-17.336872,31.929391,7,5,Urban Road,Fair,Clear,Day,90,2556,Straight,Low,0,Low,Present,Present,1
-17.333744,31.657931,3,3,Urban Road,Good,Rainy,Night,50,11369,Straight,High,1,Medium,Present,Absent,1
-17.392883,31.098464,9,3,Urban Road,Poor,Clear,Night,90,22085,Gentle,Medium,4,Medium,Present,Present,0
-18.374986,31.274933,11,4,Highway,Fair,Clear,Day,110,9328,Moderate,Low,2,High,Present,Absent,1
-17.64579,31.450201,15,5,Urban Road,Fair,Rainy,Day,120,23475,Straight,Low,4,Medium,Absent,Present,1
-18.193711,31.956233,11,2,Rural Road,Fair,Clear,Night,100,23637,Straight,Low,1,Low,Absent,Present,0
-17.712729,31.446871,14,3,Rural Road,Good,Clear,Day,110,14479,Moderate,Medium,4,Low,Present,Present,1
-18.076508,30.582995,8,2,Urban Road,Fair,Foggy,Night,80,2363,Straight,Medium,1,Medium,Present,Present,1
-17.435058,31.628833,11,2,Urban Road,Poor,Clear,Day,80,23584,Moderate,Low,4,Medium,Present,Present,1
-17.520428,31.557313,8,2,Rural Road,Good,Rainy,Day,90,24029,Moderate,Medium,5,Low,Present,Absent,0
-16.65471,31.504744,8,5,Urban Road,Good,Foggy,Day,50,10433,Straight,Low,4,Low,Present,Present,1
-17.533004,31.358299,4,4,Highway,Good,Clear,Night,120,16057,Gentle,Low,1,Low,Present,Present,1
-17.061849,31.595036,16,1,Urban Road,Fair,Rainy,Day,60,29245,Straight,Medium,5,Low,Present,Absent,1
-16.567451,32.440149,14,1,Highway,Fair,Clear,Day,110,15562,Straight,Low,1,Low,Present,Absent,1
-17.279274,31.592814,7,2,Urban Road,Good,Rainy,Night,80,6763,Gentle,High,3,Low,Present,Absent,1
-17.348669,30.752231,11,5,Urban Road,Good,Rainy,Day,100,2654,Straight,High,3,Medium,Present,Present,1
-16.987098,31.448316,7,5,Rural Road,Fair,Clear,Day,110,28535,Straight,High,5,Medium,Present,Present,1
-18.457982,30.568863,9,1,Highway,Fair,Foggy,Day,120,18482,Straight,High,4,Low,Present,Absent,1
-18.301541,31.357289,11,1,Urban Road,Poor,Clear,Night,100,20830,Straight,Low,2,Low,Absent,Absent,0
-18.406015,31.177626,9,5,Urban Road,Poor,Clear,Night,110,14278,Straight,Medium,4,Medium,Present,Absent,1
-18.043337,30.616916,8,2,Highway,Poor,Rainy,Day,100,10102,Straight,Low,5,Low,Present,Present,0
-17.987174,32.367956,6,3,Urban Road,Poor,Clear,Day,50,7580,Moderate,Low,5,Low,Absent,Present,1
-18.333554,32.225919,10,5,Urban Road,Poor,Clear,Night,90,13347,Straight,High,4,Low,Present,Absent,1
-17.198334,31.730129,6,4,Urban Road,Fair,Clear,Day,80,26058,Sharp,Low,1,Low,Present,Present,1
-17.599527,31.009497,8,5,Highway,Fair,Clear,Day,90,22528,Straight,Medium,0,Low,Present,Absent,1
-17.585881,31.08051,11,1,Urban Road,Fair,Foggy,Day,110,18645,Sharp,Medium,2,Medium,Absent,Absent,0
-17.482082,31.40565,6,1,Highway,Fair,Foggy,Day,90,9394,Straight,Low,4,Low,Present,Present,0
-18.326066,31.10644,8,1,Highway,Poor,Foggy,Day,110,22009,Sharp,Medium,0,Low,Present,Present,1
-17.002603,30.926284,5,1,Rural Road,Fair,Rainy,Day,70,20071,Gentle,Medium,0,Medium,Present,Absent,0
-16.865618,30.527323,15,1,Urban Road,Fair,Rainy,Day,70,19483,Moderate,Low,4,Low,Present,Present,1
-17.203405,31.522188,6,4,Urban Road,Poor,Rainy,Day,80,16266,Straight,High,5,Low,Present,Present,1
-17.472089,31.880246,14,4,Urban Road,Fair,Rainy,Day,80,15180,Straight,Low,0,Low,Present,Present,1
-17.858533,30.884516,9,4,Rural Road,Good,Rainy,Night,80,4042,Straight,Medium,5,Low,Absent,Present,1
-17.709163,31.87438,13,3,Rural Road,Fair,Clear,Day,90,27263,Straight,Low,1,Low,Present,Present,1
-18.072914,31.322289,12,3,Highway,Poor,Rainy,Day,80,25544,Straight,Medium,2,Low,Present,Absent,0
-16.783354,32.189728,9,1,Highway,Fair,Clear,Day,80,14458,Moderate,Low,2,Medium,Present,Present,0
-17.045963,31.88584,12,2,Highway,Fair,Clear,Day,70,22343,Straight,Medium,4,Low,Present,Present,0
-18.397669,30.965717,10,1,Highway,Fair,Clear,Day,80,29334,Straight,Low,5,Medium,Present,Absent,0
-16.884085,32.035529,14,4,Highway,Poor,Clear,Night,100,16708,Moderate,Low,1,Low,Present,Absent,1
-18.059345,30.706433,11,2,Urban Road,Fair,Clear,Day,90,21174,Moderate,Medium,2,Low,Present,Present,0
-17.610321,32.298825,6,4,Urban Road,Poor,Rainy,Day,50,26127,Straight,Medium,2,Low,Present,Absent,1
-17.294214,31.808441,7,2,Highway,Poor,Rainy,Day,70,29938,Gentle,High,0,Medium,Present,Present,0
-18.305964,30.628477,11,1,Urban Road,Fair,Foggy,Day,80,17011,Gentle,Low,5,High,Absent,Present,0
-16.866219,31.999091,12,2,Urban Road,Good,Rainy,Day,90,26834,Moderate,High,2,Low,Present,Absent,1
-18.01069,31.342602,7,5,Highway,Fair,Clear,Night,120,9225,Gentle,Medium,4,Low,Present,Absent,1
-17.33513,30.87318,7,1,Rural Road,Good,Clear,Day,100,22852,Straight,Low,2,Low,Present,Absent,0
-17.2487,31.661512,12,2,Urban Road,Good,Clear,Day,90,21354,Sharp,Medium,3,Low,Present,Present,0
-17.85535,32.053787,13,4,Rural Road,Good,Rainy,Day,50,15036,Gentle,Low,5,Medium,Present,Present,1
-18.403842,31.467149,7,3,Highway,Good,Rainy,Day,110,28329,Straight,Low,2,Low,Present,Absent,0
-16.687725,30.61089,14,4,Highway,Poor,Clear,Day,50,24398,Straight,High,1,Medium,Present,Present,1
-17.561881,30.642075,13,1,Urban Road,Fair,Clear,Day,120,19002,Moderate,High,3,Low,Absent,Absent,1
-17.791871,31.811642,10,4,Urban Road,Good,Clear,Day,120,6766,Straight,Low,0,Low,Present,Present,1
-16.540089,32.471201,12,4,Highway,Good,Rainy,Night,80,22619,Straight,Low,3,Low,Present,Absent,1
-16.618498,30.849563,14,1,Urban Road,Poor,Clear,Day,60,4509,Straight,Low,1,Low,Present,Present,1
-18.207807,32.146007,7,3,Rural Road,Good,Clear,Day,60,28131,Moderate,High,5,Low,Present,Present,0
-18.026405,30.667925,13,5,Rural Road,Poor,Clear,Day,100,4161,Straight,High,0,Low,Present,Present,1
-17.662142,31.529124,6,2,Highway,Good,Clear,Day,60,12591,Straight,High,1,Low,Present,Absent,0
-17.778387,32.005695,10,3,Rural Road,Fair,Rainy,Day,70,28811,Gentle,High,0,Medium,Present,Absent,0
-18.191168,31.753541,8,3,Urban Road,Good,Clear,Day,50,9282,Moderate,High,4,Low,Present,Present,0
-16.60901,31.76424,9,2,Highway,Fair,Rainy,Day,70,9776,Straight,High,1,Low,Present,Present,0
-18.361384,31.656437,11,4,Urban Road,Fair,Clear,Day,100,5215,Moderate,Medium,0,Low,Present,Absent,1
-16.691094,30.501495,11,4,Highway,Fair,Clear,Night,100,17605,Sharp,Medium,2,Medium,Absent,Present,1
-18.201127,32.359871,10,3,Highway,Fair,Rainy,Night,60,7153,Straight,Low,1,High,Present,Present,1
-17.328383,30.718965,19,5,Rural Road,Good,Clear,Night,80,24078,Straight,Low,0,Low,Present,Absent,1
-17.72122,31.965225,12,3,Urban Road,Good,Clear,Night,120,28441,Straight,Medium,2,Low,Present,Present,0
-16.84912,30.793217,11,3,Urban Road,Poor,Rainy,Day,50,19812,Moderate,Low,3,Low,Absent,Absent,1
-18.325166,32.372987,7,5,Highway,Poor,Clear,Day,120,5998,Gentle,Medium,4,High,Present,Present,1
-17.984443,31.902727,11,4,Urban Road,Fair,Clear,Day,60,11752,Gentle,Medium,5,Low,Absent,Present,1
-16.780119,30.926071,11,3,Urban Road,Good,Rainy,Day,110,15237,Moderate,High,4,Low,Present,Present,1
-17.406169,31.592495,5,5,Highway,Poor,Foggy,Night,120,13054,Straight,Low,1,Medium,Present,Absent,1
-18.032619,31.778404,7,2,Highway,Poor,Clear,Day,120,29874,Straight,Medium,4,Low,Present,Absent,0
-16.627674,31.527036,17,4,Urban Road,Fair,Clear,Night,100,28349,Straight,Medium,0,Low,Present,Present,1
-18.023326,32.08791,10,4,Rural Road,Fair,Clear,Night,90,11980,Straight,Low,2,Low,Present,Present,1
-17.605394,32.431036,9,1,Urban Road,Good,Rainy,Day,90,6924,Straight,Low,0,Medium,Absent,Absent,0
-17.333148,31.425221,13,2,Urban Road,Good,Clear,Day,100,16567,Straight,Low,4,Low,Present,Present,1
-18.430699,30.75445,15,3,Rural Road,Good,Rainy,Day,90,21291,Straight,High,0,Medium,Present,Present,1
-18.197471,31.069349,9,2,Highway,Good,Rainy,Day,100,17153,Straight,High,2,Low,Present,Present,1
-16.748134,32.06632,6,2,Urban Road,Poor,Clear,Day,90,11126,Straight,Low,0,Medium,Present,Present,0
-16.827842,30.809572,8,5,Rural Road,Good,Clear,Day,70,14388,Gentle,Low,2,Low,Present,Present,1
-16.728881,30.520021,14,2,Urban Road,Fair,Clear,Day,80,23133,Straight,High,5,Low,Present,Present,1
-18.314967,30.701883,11,5,Rural Road,Fair,Clear,Night,80,12618,Straight,Low,1,Medium,Present,Present,1
-16.636682,30.709671,8,2,Highway,Fair,Rainy,Day,100,16182,Straight,Medium,1,High,Present,Present,0
-17.493642,31.486562,6,3,Urban Road,Fair,Clear,Day,70,4105,Gentle,Low,0,Low,Present,Absent,0
-18.327728,31.42762,6,2,Urban Road,Fair,Rainy,Day,110,16029,Straight,Low,5,Low,Present,Present,0
-16.693944,30.601707,14,4,Urban Road,Good,Foggy,Day,50,2737,Sharp,Medium,5,Low,Absent,Present,1
-16.846264,31.625311,7,5,Highway,Fair,Clear,Day,110,3777,Sharp,Low,3,Medium,Present,Present,1
-17.095686,31.243454,6,5,Urban Road,Good,Clear,Night,50,5232,Gentle,Medium,4,Low,Absent,Absent,1
-17.345627,31.79544,10,1,Urban Road,Fair,Rainy,Day,70,5083,Moderate,Low,0,Medium,Present,Present,0
-18.013751,31.989501,6,4,Rural Road,Fair,Clear,Day,100,5306,Moderate,High,5,Low,Present,Present,1
-16.501327,30.850668,13,2,Urban Road,Fair,Foggy,Day,80,10536,Straight,Low,4,Medium,Present,Absent,1
-17.235755,31.507027,11,3,Urban Road,Fair,Clear,Night,60,22842,Straight,Low,2,Low,Present,Present,0
-17.242992,31.614504,12,2,Urban Road,Fair,Rainy,Day,50,19193,Straight,Medium,2,Low,Present,Absent,0
-17.131582,32.264882,8,5,Highway,Fair,Clear,Day,110,23392,Straight,Low,3,Medium,Present,Absent,1
-17.961164,32.274883,6,1,Highway,Poor,Rainy,Day,60,21187,Moderate,High,0,Low,Present,Present,1
-17.394592,30.729484,6,3,Urban Road,Good,Clear,Night,100,27703,Straight,Low,3,Medium,Absent,Present,0
-17.859403,32.313307,7,3,Highway,Fair,Foggy,Day,100,11018,Straight,High,1,Medium,Present,Present,1
-16.606803,31.952607,7,3,Urban Road,Fair,Rainy,Day,120,12165,Moderate,Medium,2,Low,Present,Present,0
-18.110319,31.482661,17,1,Highway,Good,Rainy,Day,50,13939,Straight,High,0,Low,Present,Absent,1
-17.284629,32.466774,14,3,Rural Road,Fair,Foggy,Night,60,20660,Straight,Medium,3,Low,Present,Absent,1
-17.238888,31.994472,7,2,Highway,Good,Rainy,Day,90,25332,Sharp,Low,2,Low,Present,Absent,0
-18.034792,30.731012,8,1,Highway,Fair,Rainy,Day,70,28947,Straight,High,4,Low,Present,Absent,0
-17.107275,31.843952,7,3,Urban Road,Fair,Clear,Day,60,10168,Moderate,Low,5,Medium,Absent,Present,0
-17.852951,30.867626,11,4,Rural Road,Good,Rainy,Day,60,26230,Straight,Low,3,Medium,Absent,Absent,1
-18.379984,31.252459,16,3,Rural Road,Fair,Clear,Day,100,8256,Straight,Low,1,Low,Present,Present,1
-17.10976,31.732481,10,4,Highway,Poor,Clear,Day,50,26406,Straight,High,0,Low,Present,Absent,1
-16.700799,32.063865,7,1,Highway,Good,Clear,Night,120,9292,Straight,Low,5,Low,Present,Present,0
-16.863279,30.843356,13,2,Urban Road,Fair,Rainy,Day,90,29793,Sharp,Low,0,High,Present,Present,1
-17.600392,32.012712,13,3,Highway,Fair,Clear,Night,100,26366,Moderate,Low,1,Low,Present,Present,1
-17.328877,31.542347,6,5,Highway,Fair,Clear,Day,80,26124,Moderate,Medium,3,Medium,Present,Present,1
-17.808746,32.115405,7,5,Urban Road,Fair,Rainy,Day,100,11965,Moderate,Medium,2,Low,Present,Present,1
-17.754686,31.20342,10,3,Rural Road,Fair,Clear,Day,60,3439,Moderate,Low,4,Medium,Present,Present,0
-17.009205,31.257912,8,1,Urban Road,Good,Clear,Day,90,26003,Straight,Low,1,Medium,Absent,Present,0
-18.32132,31.375563,7,1,Rural Road,Poor,Rainy,Day,120,4261,Straight,Low,0,Medium,Present,Present,0
-18.477973,31.333272,6,5,Rural Road,Good,Clear,Night,50,3490,Moderate,Medium,4,Medium,Absent,Present,1
-17.004806,32.499503,12,1,Urban Road,Good,Foggy,Day,100,18246,Sharp,Low,4,Low,Present,Present,0
-17.929627,32.08568,8,4,Rural Road,Good,Rainy,Night,100,6521,Straight,Low,1,Low,Present,Present,1
-17.493733,31.131872,16,1,Urban Road,Poor,Clear,Day,50,15444,Straight,Low,4,Low,Present,Present,1
-18.278914,30.938779,10,1,Urban Road,Fair,Clear,Day,90,8853,Straight,Low,3,Medium,Present,Present,0
-17.429059,32.371499,11,4,Urban Road,Poor,Foggy,Day,60,18733,Straight,Low,3,High,Present,Absent,1
-17.724751,31.146388,16,3,Urban Road,Fair,Clear,Night,90,23329,Straight,Low,1,Low,Present,Absent,1
-17.880269,31.515018,9,1,Urban Road,Fair,Clear,Day,120,25965,Sharp,Medium,1,Low,Absent,Absent,0
-18.032154,30.901264,12,2,Urban Road,Poor,Clear,Day,90,20847,Straight,High,0,Low,Present,Present,1
-17.091649,30.559581,10,3,Rural Road,Good,Rainy,Day,70,17612,Gentle,Low,3,Low,Present,Absent,0
-16.886584,30.507313,8,5,Highway,Good,Rainy,Day,110,22707,Moderate,High,5,High,Present,Present,1
-16.645992,31.79691,9,4,Rural Road,Fair,Clear,Night,120,18218,Straight,Medium,3,Low,Present,Present,1
-17.936417,31.943966,14,4,Highway,Good,Clear,Day,80,2244,Straight,Medium,4,Medium,Absent,Present,1
-18.406071,31.632646,13,5,Urban Road,Poor,Rainy,Day,70,12503,Straight,Low,3,Low,Present,Present,1
-17.094741,32.41196,10,3,Rural Road,Poor,Clear,Day,100,18172,Gentle,Low,3,Low,Present,Present,0
-16.800315,31.08503,6,4,Urban Road,Good,Clear,Day,120,16893,Straight,Low,4,Low,Present,Present,1
-18.437864,32.393806,7,4,Urban Road,Fair,Foggy,Day,110,19114,Gentle,Low,4,Medium,Present,Present,1
-17.432891,30.500482,7,3,Highway,Good,Rainy,Night,70,29092,Straight,High,2,Low,Present,Present,1
-16.866413,32.419184,13,5,Highway,Fair,Rainy,Day,70,5688,Straight,Medium,0,Low,Absent,Absent,1
-16.506385,30.807368,14,5,Urban Road,Fair,Clear,Night,50,9522,Moderate,Low,0,Low,Present,Absent,1
-17.894642,31.435497,8,1,Urban Road,Fair,Clear,Day,110,23337,Straight,Low,4,Low,Present,Present,0
-17.504868,30.809685,7,4,Highway,Poor,Clear,Night,80,4431,Sharp,High,1,Medium,Present,Absent,1
-17.634466,31.468369,11,3,Urban Road,Good,Clear,Day,80,9195,Straight,Low,1,Low,Absent,Present,0
-18.026734,32.279498,8,2,Urban Road,Fair,Foggy,Night,90,16966,Straight,Medium,4,Low,Absent,Absent,1
-18.36834,31.885146,6,3,Urban Road,Fair,Clear,Day,100,7105,Sharp,Low,1,Low,Present,Absent,0
-18.489842,32.335517,12,3,Highway,Fair,Clear,Night,70,17455,Straight,Low,0,Low,Present,Present,0
-17.938944,32.140938,11,4,Highway,Fair,Clear,Night,90,13254,Straight,Medium,4,Medium,Present,Present,1
-18.016471,31.466028,14,3,Urban Road,Good,Foggy,Day,60,14779,Straight,Low,3,Low,Present,Absent,1
-18.043799,32.344447,11,1,Highway,Poor,Clear,Night,50,23692,Moderate,High,3,Low,Present,Absent,1
-16.605386,31.238035,6,1,Rural Road,Good,Clear,Day,110,3785,Sharp,High,4,Low,Present,Present,1
-17.368505,31.929405,17,3,Urban Road,Poor,Clear,Night,60,9939,Gentle,Low,2,Low,Present,Present,1
-17.412244,31.177108,10,2,Urban Road,Poor,Rainy,Day,80,19009,Gentle,High,5,Medium,Absent,Present,0
-16.875173,32.206791,15,3,Urban Road,Fair,Clear,Day,120,20964,Straight,Low,5,Medium,Present,Present,1
-17.010269,30.659308,9,2,Rural Road,Fair,Clear,Day,60,17184,Straight,Low,0,High,Present,Present,0
-18.290874,32.262008,10,1,Urban Road,Good,Foggy,Night,90,20135,Straight,Low,0,Medium,Present,Absent,1
-17.193626,31.198105,11,5,Rural Road,Good,Foggy,Night,50,19360,Straight,High,0,Low,Present,Present,1
-16.521301,30.578584,11,1,Highway,Fair,Clear,Night,100,12778,Moderate,Medium,2,Low,Present,Present,0
-18.12323,30.612493,6,1,Urban Road,Good,Clear,Day,70,19263,Sharp,Low,0,Low,Present,Absent,0
-18.348013,31.857576,12,4,Urban Road,Fair,Rainy,Day,100,15908,Straight,Medium,4,Low,Present,Present,1
